"state","communityname","PolicReqPerOffic","PolicPerPop","RacialMatchCommPol","PctPolicWhite","PctPolicBlack","PctPolicHisp","PctPolicAsian","PctPolicMinor","OfficAssgnDrugUnits","NumKindsDrugsSeiz","PolicAveOTWorked","LandArea","PopDens","PctUsePubTrans","PolicCars","PolicOperBudg","LemasPctPolicOnPatr","LemasGangUnitDeploy","LemasPctOfficDrugUn","PolicBudgPerPop","ViolentCrimesPerPop"
34,"Oaklandborough",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0.12,0.26,NA,NA,NA,NA,0,NA,0.01
28,"Vicksburgcity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,0.13,0.04,NA,NA,NA,NA,0,NA,0.29
25,"Sudburytown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07,0.05,0.12,NA,NA,NA,NA,0,NA,0.1
34,"Waynetownship",0.25,0.19,0.91,0.98,0,0.03,0,0.02,0.02,0.79,0.06,0.07,0.16,0.23,0.02,0.01,0.86,0,0.51,0.13,0.05
53,"Pascocity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,0.07,0.09,NA,NA,NA,NA,0,NA,0.36
35,"Demingcity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0.16,0.01,NA,NA,NA,NA,0,NA,0.22
9,"Norwalktown",0.61,0.19,0.97,0.68,0.33,0.16,0.11,0.34,0.07,0.29,0.02,0.06,0.29,0.46,0.05,0.02,0.79,0,1,0.16,0.17
39,"Middletowncity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,0.19,0.05,NA,NA,NA,NA,0,NA,0.15
25,"Ludlowtown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08,0.06,0.01,NA,NA,NA,NA,0,NA,0.14
6,"SanBernardinocity",0.34,0.64,0.34,0.32,0.07,0.21,0.16,0.17,0.16,0.43,0.24,0.16,0.25,0.1,0.58,0.34,0.1,0.5,0.4,0.82,1
25,"Woburncity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,0.24,0.22,NA,NA,NA,NA,0,NA,0.1
5,"Jonesborocity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.21,0.05,0.01,NA,NA,NA,NA,0,NA,0.24
34,"Nutleytownship",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0.67,0.49,NA,NA,NA,NA,0,NA,0.12
55,"RiverFallscity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0.22,0.05,NA,NA,NA,NA,0,NA,0.04
40,"MidwestCitycity",0.52,0.15,0.57,0.85,0.05,0.03,0,0.05,0.03,0.5,0.08,0.07,0.18,0,0.05,0.01,0.69,1,0.9,0.1,0.21
47,"Knoxvillecity",0.58,0.16,0.73,0.93,0.12,0,0,0.08,0.11,0.5,0.11,0.22,0.18,0.11,0.35,0.05,0.84,0,1,0.12,0.7
39,"Loraincity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07,0.25,0.04,NA,NA,NA,NA,0,NA,0.13
41,"Beavertoncity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,0.32,0.28,NA,NA,NA,NA,0,NA,0.13
48,"Freeportcity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,0.08,0.01,NA,NA,NA,NA,0,NA,0.24
23,"PresqueIslecity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,0.01,0.01,NA,NA,NA,NA,0,NA,0.04
40,"Moorecity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,0.16,0.01,NA,NA,NA,NA,0,NA,0.14
55,"Kenoshacity",0.32,0.17,0.85,0.82,0.03,0.06,0.11,0.07,0.03,0.36,0.14,0.06,0.31,0.11,0.06,0.02,0.88,0.5,0.51,0.14,0.22
39,"Chillicothecity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0.23,0.05,NA,NA,NA,NA,0,NA,0.17
6,"SantaRosacity",0.47,0.09,0.24,0.41,0.71,0,0,0.49,0.03,0.57,0.74,0.1,0.28,0.13,0.06,0.04,0.6,1,0.56,0.16,0.22
40,"Bartlesvillecity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,0.14,0,NA,NA,NA,NA,0,NA,0.21
42,"WestWhitelandtownship",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,0.08,0.23,NA,NA,NA,NA,0,NA,0.03
34,"Bellevilletownship",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0.86,0.49,NA,NA,NA,NA,0,NA,0.2
5,"Russellvillecity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07,0.07,0.02,NA,NA,NA,NA,0,NA,0.09
8,"Brightoncity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,0.08,0.03,NA,NA,NA,NA,0,NA,0.11
19,"Spencercity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,0.09,0.03,NA,NA,NA,NA,0,NA,0
12,"PembrokePinescity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09,0.17,0.04,NA,NA,NA,NA,0,NA,0.13
25,"Leominstercity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08,0.11,0.04,NA,NA,NA,NA,0,NA,0.17
39,"Columbuscity",0.61,0.2,0.76,0.77,0.36,0,0,0.25,0.15,1,0.5,0.55,0.28,0.26,0.71,0.28,0.98,0.5,0.31,0.18,0.46
5,"Stuttgartcity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0.15,0.01,NA,NA,NA,NA,0,NA,0.24
36,"Auburncity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0.31,0.17,NA,NA,NA,NA,0,NA,0.08
35,"Albuquerquecity",0.57,0.02,0.94,0.36,0.11,0.9,0,0.65,0.06,0.64,0.32,0.38,0.24,0.11,0.21,0.01,0.75,0.5,0.77,0,0.66
13,"Americuscity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,0.14,0.01,NA,NA,NA,NA,0,NA,0.25
36,"Fultoncity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0.29,0.12,NA,NA,NA,NA,0,NA,0.07
6,"PicoRiveracity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0.62,0.2,NA,NA,NA,NA,0,NA,0.56
44,"Warrentown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0.15,0.11,NA,NA,NA,NA,0,NA,0
34,"Westwoodborough",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.38,0.57,NA,NA,NA,NA,0,NA,0.04
8,"Lovelandcity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,0.15,0,NA,NA,NA,NA,0,NA,0.15
39,"Toledocity",0.34,0.2,0.95,0.66,0.43,0.11,0,0.37,0.11,0.79,0.23,0.23,0.35,0.17,0.23,0.14,0.55,0.5,0.45,0.17,0.41
6,"MorganHillcity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,0.19,0.13,NA,NA,NA,NA,0,NA,0.2
42,"Nanticokecity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0.29,0.16,NA,NA,NA,NA,0,NA,0.06
45,"Hanahancity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,0.11,0.03,NA,NA,NA,NA,0,NA,0.2
55,"WestBendcity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,0.2,0.02,NA,NA,NA,NA,0,NA,0.05
34,"Burlingtontownship",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,0.08,0.19,NA,NA,NA,NA,0,NA,0.18
34,"Lyndhursttownship",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0.33,0.47,NA,NA,NA,NA,0,NA,0.07
37,"NewBerncity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,0.14,0.02,NA,NA,NA,NA,0,NA,0.91
42,"Bensalemtownship",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,0.24,0.24,NA,NA,NA,NA,0,NA,0.15
6,"Cypresscity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0.54,0.03,NA,NA,NA,NA,0,NA,0.13
42,"Lancastertownship",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0.18,0.09,NA,NA,NA,NA,0,NA,0.03
25,"Cantontown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,0.08,0.51,NA,NA,NA,NA,0,NA,0.05
34,"UnionCitycity",0.25,0.28,0.96,0.62,0.05,0.57,0,0.39,0.03,0.36,0.12,0,1,1,0.03,0.04,0.72,0,0.51,0.33,0.36
6,"SantaFeSpringscity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0.15,0.15,NA,NA,NA,NA,0,NA,0.86
34,"SouthRiverborough",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0.41,0.19,NA,NA,NA,NA,0,NA,0.11
18,"Merrillvilletown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09,0.07,0.1,NA,NA,NA,NA,0,NA,0.18
19,"WestDesMoinescity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,0.15,0.09,NA,NA,NA,NA,0,NA,0.06
36,"Cohoescity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0.38,0.25,NA,NA,NA,NA,0,NA,0.28
19,"Urbandalecity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,0.18,0.08,NA,NA,NA,NA,0,NA,0.01
41,"ForestGrovecity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0.27,0.12,NA,NA,NA,NA,0,NA,0.05
6,"Carsoncity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,0.37,0.14,NA,NA,NA,NA,0,NA,0.52
9,"Stamfordtown",0.18,0.27,0.73,0.81,0.1,0.19,0,0.2,0.05,0.5,0.17,0.11,0.24,0.63,0.11,0.04,0.55,0,0.45,0.19,0.21
34,"EastWindsortownship",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,0.12,0.53,NA,NA,NA,NA,0,NA,0.04
37,"Kinstoncity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,0.16,0.02,NA,NA,NA,NA,0,NA,0.55
23,"Sanfordtown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.14,0.03,0.04,NA,NA,NA,NA,0,NA,0.01
20,"Wichitacity",0.57,0.11,0.78,0.88,0.12,0.07,0,0.13,0.05,0.36,0.24,0.33,0.22,0.06,0.17,0.09,0.77,0.5,0.32,0.11,0.36
6,"Montereycity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0.32,0.15,NA,NA,NA,NA,0,NA,0.36
6,"Belmontcity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0.45,0.26,NA,NA,NA,NA,0,NA,0.07
34,"AsburyParkcity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.98,0.48,NA,NA,NA,NA,0,NA,0.85
18,"Plainfieldtown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0.23,0.01,NA,NA,NA,NA,0,NA,0.08
34,"WestOrangetownship",0.2,0.23,0.73,1,0,0,0,0,0.01,0.5,0.16,0.03,0.27,0.43,0.01,0.02,0.85,1,0.43,0.25,0.12
1,"Florencecity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07,0.13,0,NA,NA,NA,NA,0,NA,0.25
6,"LosAngelescity",0.45,0.23,0.78,0.4,0.34,0.55,0.52,0.66,1,0.86,0.21,1,0.62,0.61,1,1,0.83,0.5,0.5,0.19,1
38,"Minotcity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,0.22,0.02,NA,NA,NA,NA,0,NA,0.04
47,"Clevelandcity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,0.13,0,NA,NA,NA,NA,0,NA,0.36
6,"Lakewoodcity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0.65,0.07,NA,NA,NA,NA,0,NA,0.41
48,"CorpusChristicity",0.36,0.11,1,0.27,0.1,1,0.15,0.81,0.08,0.57,0.36,0.39,0.16,0.1,0.21,0.07,0.78,1,0.64,0.09,0.33
48,"Denisoncity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,0.08,0,NA,NA,NA,NA,0,NA,0.33
6,"DiamondBarcity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,0.3,0.05,NA,NA,NA,NA,0,NA,0.19
12,"PalmBeachGardenscity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07,0.07,0.02,NA,NA,NA,NA,0,NA,0.14
44,"Cranstoncity",0.02,0.17,0.91,0.99,0.02,0,0,0.01,0,0.64,0.67,0.08,0.22,0.15,0.07,0.01,0.62,0,0,0.1,0.07
36,"Ithacacity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0.45,0.34,NA,NA,NA,NA,0,NA,0.15
42,"Whitehalltownship",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,0.15,0.05,NA,NA,NA,NA,0,NA,0.08
39,"UniversityHeightscity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.68,0.32,NA,NA,NA,NA,0,NA,0.1
42,"LowerAllentownship",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,0.12,0.06,NA,NA,NA,NA,0,NA,0.04
25,"Readingtown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,0.19,0.27,NA,NA,NA,NA,0,NA,0.04
18,"Lafayettecity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,0.27,0.1,NA,NA,NA,NA,0,NA,0.08
9,"Ansoniatown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0.25,0.08,NA,NA,NA,NA,0,NA,0.14
34,"Barnegattownship",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.03,0.17,NA,NA,NA,NA,0,NA,0.04
34,"CedarGrovetownship",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0.24,0.35,NA,NA,NA,NA,0,NA,0.16
29,"Hannibalcity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,0.13,0.03,NA,NA,NA,NA,0,NA,0.27
36,"Gloversvillecity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0.28,0.18,NA,NA,NA,NA,0,NA,0.13
34,"CherryHilltownship",0.23,0.14,0.83,0.96,0.07,0,0,0.05,0.01,0.43,0.2,0.07,0.24,0.39,0.06,0.01,0.78,0,0.26,0.1,0.09
9,"Seymourtown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,0.08,0.08,NA,NA,NA,NA,0,NA,0.09
13,"Albanycity",0.44,0.22,0.67,0.33,0.99,0.03,0.1,0.72,0.08,0.79,0.1,0.16,0.12,0.1,0.08,0.03,0.57,1,1,0.16,0.56
48,"Mercedescity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0.14,0,NA,NA,NA,NA,0,NA,0.52
42,"UpperDarbytownship",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0.86,0.85,NA,NA,NA,NA,0,NA,0.12
56,"Laramiecity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,0.2,0.02,NA,NA,NA,NA,0,NA,0.12
40,"Okmulgeecity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,0.09,0,NA,NA,NA,NA,0,NA,0.41
42,"Harrisburgcity",0.31,0.28,0.41,0.52,0.63,0.12,0.12,0.53,0.02,0.29,0.25,0.02,0.54,0.71,0.03,0.02,0.71,1,0.33,0.18,0.87
47,"Germantowncity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,0.18,0.02,NA,NA,NA,NA,0,NA,0.01
34,"Middlesexborough",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0.31,0.12,NA,NA,NA,NA,0,NA,0.06
9,"NorthHaventown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,0.09,0.05,NA,NA,NA,NA,0,NA,0.03
39,"Massilloncity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,0.2,0.01,NA,NA,NA,NA,0,NA,0.11
36,"WhitePlainscity",0.14,0.4,0.7,0.8,0.22,0.11,0,0.22,0.01,0.57,0.28,0.03,0.42,1,0.04,0.04,0.72,0,0.1,0.36,0.15
25,"Haverhillcity",0.35,0.15,1,0.89,0.06,0.12,0,0.12,0.01,0.64,0.16,0.09,0.13,0.14,0,0.01,0.56,0,0.45,0.12,0.24
18,"Elkhartcity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,0.21,0.06,NA,NA,NA,NA,0,NA,0.21
1,"Troycity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07,0.05,0,NA,NA,NA,NA,0,NA,0.03
36,"NewYorkcity",0.2,0.35,0.48,0.62,0.28,0.31,0.13,0.41,1,0.64,0.63,0.9,1,1,1,1,0.71,0.5,0.71,0.32,0.87
6,"Monroviacity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,0.22,0.19,NA,NA,NA,NA,0,NA,0.39
36,"Corningcity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0.32,0.05,NA,NA,NA,NA,0,NA,0.23
6,"PaloAltocity",0.19,0.14,0.85,0.69,0.16,0.23,0.8,0.34,0,0.64,0.5,0.07,0.2,0.15,0.04,0.03,0.85,0,0,0.29,0.1
12,"Sanfordcity",1,0.55,0.51,0.6,0.12,0.07,0.17,0.14,0.07,0.86,0.18,0.05,0.16,0.04,0.23,0.05,0.54,1,1,0.71,0.59
21,"Erlangercity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0.16,0.17,NA,NA,NA,NA,0,NA,0.24
54,"Bluefieldcity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0.13,0.07,NA,NA,NA,NA,0,NA,0.13
18,"Portagecity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,0.12,0.12,NA,NA,NA,NA,0,NA,0.11
36,"Lackawannacity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0.28,0.35,NA,NA,NA,NA,0,NA,0.59
42,"LowerMakefieldtownship",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,0.12,0.43,NA,NA,NA,NA,0,NA,0.01
6,"Uplandcity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,0.35,0.05,NA,NA,NA,NA,0,NA,0.41
42,"Williamsportcity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0.3,0.3,NA,NA,NA,NA,0,NA,0.13
29,"Independencecity",0.45,0.12,0.95,0.98,0.02,0,0.12,0.02,0.02,0.5,0.19,0.23,0.12,0.07,0.02,0.02,0.8,1,0.4,0.09,0.24
25,"Salemcity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0.39,0.41,NA,NA,NA,NA,0,NA,0.1
6,"RedBluffcity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0.14,0,NA,NA,NA,NA,0,NA,0.4
36,"GlensFallscity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0.33,0.11,NA,NA,NA,NA,0,NA,0.82
39,"Tallmadgecity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,0.09,0.04,NA,NA,NA,NA,0,NA,0.09
46,"RapidCitycity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.13,0.03,NA,NA,NA,NA,0,NA,0.18
45,"Gaffneycity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0.15,0.01,NA,NA,NA,NA,0,NA,0.16
6,"RanchoPalosVerdescity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,0.25,0.05,NA,NA,NA,NA,0,NA,0.13
13,"Carrolltoncity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,0.09,0.04,NA,NA,NA,NA,0,NA,0.33
55,"EauClairecity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07,0.19,0.08,NA,NA,NA,NA,0,NA,0.06
33,"Milfordtown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07,0.04,0.02,NA,NA,NA,NA,0,NA,0.1
25,"Beverlycity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,0.21,0.29,NA,NA,NA,NA,0,NA,0.04
6,"Mercedcity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,0.29,0.03,NA,NA,NA,NA,0,NA,0.23
56,"Cheyennecity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,0.22,0.02,NA,NA,NA,NA,0,NA,0.08
34,"Staffordtownship",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.14,0.02,0.05,NA,NA,NA,NA,0,NA,0.1
23,"Brunswicktown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13,0.04,0.01,NA,NA,NA,NA,0,NA,0.01
48,"Kerrvillecity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,0.09,0.01,NA,NA,NA,NA,0,NA,0.1
55,"Glendalecity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0.2,0.1,NA,NA,NA,NA,0,NA,0.17
18,"Garycity",0.22,0.16,0.77,0,1,0.18,0,1,0.06,0.36,0.21,0.14,0.19,0.34,0.11,0.02,0.5,0.5,0.79,0.08,0.89
34,"Trentoncity",0.24,0.43,0.11,0.73,0.34,0.09,0,0.3,0.07,0.93,0.27,0.02,0.97,0.57,0.15,0.04,0.54,0,0.57,0.23,0.85
51,"Waynesborocity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,0.11,0,NA,NA,NA,NA,0,NA,0.14
28,"MossPointcity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07,0.06,0.02,NA,NA,NA,NA,0,NA,0.32
21,"Glasgowcity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,0.1,0.01,NA,NA,NA,NA,0,NA,0.03
41,"Tigardcity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,0.24,0.24,NA,NA,NA,NA,0,NA,0.09
48,"Weslacocity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0.22,0.02,NA,NA,NA,NA,0,NA,0.2
25,"Brocktoncity",0.28,0.23,0.76,0.86,0.18,0.04,0,0.15,0.03,0.64,0.08,0.06,0.36,0.31,0.03,0.03,0.67,0,0.34,0.15,0.54
12,"BocaRatoncity",0.38,0.17,0.94,0.79,0.12,0.17,0.3,0.21,0.03,0.43,0.09,0.08,0.19,0.03,0.09,0.03,0.83,1,0.66,0.21,0.15
46,"SiouxFallscity",0.23,0.1,0.95,0.98,0.04,0,0,0.03,0.01,0.43,0.25,0.12,0.19,0.03,0.05,0.01,0.83,0,0.31,0.05,0.18
6,"Dinubacity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0.4,0,NA,NA,NA,NA,0,NA,0.24
9,"Hartfordtown",0.52,0.35,0.35,0.52,0.41,0.36,0,0.53,0.19,0.43,1,0.05,0.68,0.97,0.15,0.08,0.79,1,1,0.29,0.94
1,"Saralandcity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,0.09,0.01,NA,NA,NA,NA,0,NA,0.65
49,"Bountifulcity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,0.29,0.2,NA,NA,NA,NA,0,NA,0.06
25,"Sharontown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07,0.05,0.58,NA,NA,NA,NA,0,NA,0.05
12,"Ocoeecity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0.12,0.01,NA,NA,NA,NA,0,NA,0.26
48,"Donnacity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0.24,0.03,NA,NA,NA,NA,0,NA,0.12
34,"RiverEdgeborough",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.47,0.9,NA,NA,NA,NA,0,NA,0.03
6,"Stantoncity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0.82,0.2,NA,NA,NA,NA,0,NA,0.41
1,"Hartsellecity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,0.07,0.03,NA,NA,NA,NA,0,NA,0.01
51,"Radfordcity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,0.14,0,NA,NA,NA,NA,0,NA,0.15
6,"Breacity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,0.27,0.04,NA,NA,NA,NA,0,NA,0.15
9,"SouthWindsortown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08,0.07,0.14,NA,NA,NA,NA,0,NA,0.04
42,"Yorktownship",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07,0.06,0.01,NA,NA,NA,NA,0,NA,0.03
50,"Rutlandcity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0.2,0.03,NA,NA,NA,NA,0,NA,0.06
25,"Norwoodtown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,0.23,0.54,NA,NA,NA,NA,0,NA,0.09
47,"Athenscity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,0.08,0,NA,NA,NA,NA,0,NA,0.28
6,"Saratogacity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,0.2,0.05,NA,NA,NA,NA,0,NA,0.07
6,"Arcadiacity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,0.37,0.1,NA,NA,NA,NA,0,NA,0.16
18,"Huntingtoncity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0.19,0,NA,NA,NA,NA,0,NA,0.41
48,"SanBenitocity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0.19,0.02,NA,NA,NA,NA,0,NA,0.22
29,"Ballwincity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0.29,0.05,NA,NA,NA,NA,0,NA,0.03
37,"Raleighcity",0.2,0.15,0.63,0.77,0.33,0.01,0,0.24,0.11,0.86,0.15,0.26,0.2,0.16,0.26,0.07,0.91,0.5,0.72,0.12,0.35
48,"FortWorthcity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.82,0.13,0.09,NA,NA,NA,NA,0,NA,0.63
